,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4269697795,0,109,84,1,88,39,37,38,58,52,44
1,4269696161,1,93,60,101,1,48,31,97,102,17,14
2,4269695565,1,85,96,1,93,8,26,35,6,81,27
3,4269691852,0,3,27,5,1,97,26,75,41,44,56
4,4269691751,1,105,74,35,2,106,99,45,1,6,88
5,4269691707,1,71,17,56,51,1,99,5,8,6,101
6,4269691100,1,84,121,9,95,99,6,1,14,34,44
7,4269690839,1,36,104,121,15,59,1,35,26,77,84
8,4269690406,1,33,30,104,1,12,93,29,86,16,71
9,4269689758,1,8,93,19,1,62,41,2,7,6,18
10,4269689584,1,1,32,47,4,42,14,70,41,99,13
11,4269689376,1,42,44,109,22,17,1,21,81,99,31
12,4269689186,1,1,71,29,11,7,72,99,74,35,21
13,4269689165,0,7,4,12,60,26,1,44,74,93,50
14,4269688700,0,2,87,74,96,7,12,41,23,26,1
15,4269688437,1,86,73,95,1,35,36,28,7,44,6
16,4269688405,0,44,99,84,53,23,26,9,11,1,74
17,4269688087,0,102,121,22,93,51,68,26,15,1,106
18,4269688055,1,27,64,8,34,104,1,6,58,18,46
19,4269687983,0,52,50,31,99,81,6,1,4,69,7
20,4269687885,1,14,120,70,60,1,50,26,95,19,109
21,4269687874,0,35,106,26,44,59,71,1,99,101,2
22,4269687837,1,1,82,104,62,34,79,84,14,27,44
23,4269687759,1,59,71,81,14,1,93,35,65,18,99
24,4269687628,1,55,113,44,73,14,81,56,21,1,104
25,4269687624,0,95,1,69,9,96,60,34,112,114,53
26,4269687441,0,22,28,44,71,59,2,35,93,121,1
27,4269687207,1,84,44,33,86,1,25,32,50,14,88
28,4269686852,0,1,23,21,7,47,56,15,114,28,109
29,4269686817,0,93,114,36,5,80,14,99,59,1,21
30,4269686744,0,13,26,31,2,17,1,102,101,70,75
31,4269686729,1,5,27,1,26,99,35,44,2,84,93
32,4269686497,0,23,71,10,68,1,19,91,93,35,8
33,4269686416,1,1,76,26,32,45,60,108,44,27,28
34,4269686369,0,107,14,11,84,59,49,47,53,58,1
35,4269686355,1,42,41,12,6,1,8,22,84,7,18
36,4269686262,0,100,68,101,47,1,6,95,35,4,69
37,4269686089,0,46,5,90,19,74,2,26,17,104,1
38,4269685763,0,70,114,20,99,26,28,75,1,2,6
39,4269685207,0,110,11,86,27,1,62,6,55,112,93
40,4269685141,0,1,32,14,2,26,28,11,12,7,35
41,4269685106,1,79,40,26,55,35,58,1,22,14,114
42,4269685104,0,11,1,28,62,26,35,44,74,14,7
43,4269684997,1,1,59,75,70,41,7,8,104,42,25
44,4269684896,1,32,1,74,95,52,67,47,26,53,104
45,4269684670,0,11,104,44,15,69,27,26,25,1,56
46,4269684587,1,34,1,109,28,2,12,35,95,93,50
47,4269684547,0,28,1,94,6,85,49,41,26,22,70
48,4269684475,1,81,47,59,93,9,1,32,44,27,7
49,4269684398,1,73,1,85,8,4,35,11,44,18,93
50,4269684358,0,26,1,84,86,44,93,95,38,104,74
51,4269684262,1,9,22,14,78,6,85,61,92,16,1
52,4269684163,1,1,26,7,14,56,34,61,60,27,69
53,4269684109,0,35,87,2,11,1,42,84,70,71,64
54,4269684055,0,39,81,1,75,17,111,71,60,9,14
55,4269683976,1,26,100,21,14,1,44,29,7,59,40
56,4269683681,1,41,42,72,106,25,100,1,73,114,2
57,4269683635,1,15,1,93,62,14,71,22,95,89,17
58,4269683600,0,1,14,44,56,15,8,93,105,107,50
59,4269683598,1,86,7,1,59,71,10,8,2,75,69
60,4269683545,0,1,93,74,14,27,77,4,9,16,100
61,4269683532,1,75,101,11,62,1,82,57,48,31,81
62,4269683377,1,38,40,35,54,71,100,102,9,1,120
63,4269683335,0,7,14,74,1,41,32,93,18,104,34
64,4269683128,1,105,35,36,11,93,5,41,1,56,28
65,4269683108,1,7,70,95,27,59,47,99,74,1,2
66,4269683095,0,93,45,88,17,1,101,50,104,35,5
67,4269683029,1,5,26,109,83,36,98,48,1,17,44
