,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4307937245,1,47,33,18,72,42,1,77,68,69,85
1,4307936865,0,1,84,106,114,53,34,74,85,14,35
2,4307929746,1,23,7,48,61,1,53,44,71,3,6
3,4307929473,1,7,32,8,19,82,110,1,42,99,12
4,4307929235,0,40,8,105,61,86,68,35,26,1,114
5,4307927905,0,91,44,114,48,76,42,1,79,63,100
6,4307926864,1,2,41,23,14,93,26,44,38,104,1
7,4307926780,1,109,58,63,1,25,2,101,42,14,26
8,4307926317,0,15,20,107,1,35,12,9,62,114,48
9,4307925906,1,68,20,59,47,94,90,6,42,77,1
10,4307924367,1,19,93,98,44,36,41,14,4,1,114
11,4307924057,0,7,31,28,110,3,1,100,76,44,36
12,4307923610,1,44,14,1,27,6,71,121,59,20,105
13,4307923332,1,21,50,64,104,6,95,31,1,4,5
14,4307923113,1,49,84,73,1,28,39,59,89,93,40
15,4307922566,1,1,46,53,15,72,54,114,19,75,99
16,4307922437,0,35,101,38,43,63,96,93,30,109,1
17,4307922299,0,58,75,60,7,37,46,1,95,34,21
18,4307921823,1,74,1,25,35,50,11,59,9,77,54
19,4307921782,1,71,1,14,32,110,100,104,5,62,94
20,4307921410,1,93,1,50,56,44,64,86,62,17,21
21,4307921132,1,6,1,84,27,60,33,82,44,14,5
22,4307920707,1,59,74,86,98,14,35,22,1,8,33
23,4307920351,0,54,93,51,34,40,49,120,111,1,20
24,4307920236,1,1,74,26,11,81,38,32,60,63,100
25,4307920227,0,93,50,44,74,1,8,47,99,6,57
26,4307920072,1,14,48,71,21,101,11,1,27,103,114
27,4307919771,0,94,56,78,74,104,1,35,28,55,14
28,4307919758,1,41,14,82,17,1,31,70,85,100,89
29,4307919670,1,10,44,63,43,35,1,8,56,5,30
30,4307919324,1,10,1,3,93,23,44,67,26,97,74
31,4307919284,1,1,41,59,93,13,32,70,16,4,8
32,4307919132,1,32,99,86,59,10,95,114,41,35,1
33,4307919070,1,94,87,50,64,68,14,1,25,101,8
34,4307918853,0,14,1,26,104,67,34,9,22,35,68
35,4307918747,0,9,23,110,44,30,104,1,105,63,83
36,4307918725,1,1,41,84,81,9,45,35,38,109,27
37,4307918640,1,100,7,121,2,35,1,47,86,44,41
38,4307918526,1,21,48,86,10,1,26,14,93,74,41
39,4307918365,1,77,6,63,36,14,12,23,27,1,39
40,4307918212,1,102,6,1,17,14,84,88,21,107,41
41,4307918204,1,14,42,5,114,32,119,26,106,1,35
42,4307918187,0,102,64,120,6,1,87,76,32,70,20
43,4307918080,1,6,71,69,103,45,96,95,61,52,1
44,4307917974,1,100,1,84,26,86,30,5,41,51,76
45,4307917729,0,73,1,40,83,2,68,63,51,6,14
46,4307917604,1,18,81,68,11,28,14,84,62,1,5
47,4307917456,0,35,21,22,53,86,51,94,1,44,14
48,4307917423,1,1,23,62,9,5,99,14,37,35,26
49,4307917330,1,54,14,101,19,26,74,99,1,23,59
50,4307917194,1,100,1,63,14,6,11,22,71,42,18
51,4307917125,0,21,1,12,104,16,34,53,26,39,7
52,4307916998,1,44,99,7,1,35,8,23,32,26,84
53,4307916894,1,32,74,4,1,7,70,93,44,66,59
54,4307916870,1,13,14,30,75,26,1,18,19,31,101
55,4307916595,0,75,93,1,87,71,25,18,4,104,23
56,4307916516,1,8,1,2,46,6,71,63,54,47,86
57,4307916463,0,1,93,87,53,101,41,76,44,51,86
58,4307916228,1,90,41,29,9,55,1,78,82,11,99
59,4307916117,1,8,84,16,42,3,110,61,68,7,1
60,4307915912,1,7,88,94,80,26,8,44,84,32,1
61,4307915868,0,43,7,100,63,1,91,14,93,12,8
62,4307915846,0,10,14,71,53,93,1,104,27,42,94
63,4307915826,0,91,74,29,14,28,17,76,1,26,94
64,4307915789,1,44,48,59,43,93,1,102,98,74,23
65,4307915775,0,109,104,14,76,94,44,41,1,93,84
66,4307915697,0,95,77,35,6,101,5,36,14,1,114
67,4307915657,0,5,1,36,14,70,16,55,105,22,48
68,4307915590,1,14,106,114,1,101,30,57,99,63,74
69,4307915571,0,63,101,18,6,9,21,104,86,1,81
70,4307915564,0,93,26,12,75,1,22,85,41,14,44
71,4307915536,1,20,63,40,1,76,32,72,23,14,27
72,4307915532,1,86,14,50,6,12,58,44,71,62,1
73,4307915458,1,41,47,26,8,59,18,11,35,37,1
74,4307915359,1,25,95,6,48,2,34,104,79,1,44
75,4307915142,0,34,1,55,50,21,9,62,20,75,82
76,4307915070,0,90,11,99,36,114,1,109,27,23,86
