,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4287236107,0,1,5,101,75,19,20,44,108,8,85
1,4287234606,0,97,60,22,86,48,1,62,74,20,99
2,4287233962,0,104,44,1,66,15,114,95,35,8,49
3,4287233276,0,81,32,87,102,9,35,1,59,2,4
4,4287232598,1,44,25,30,1,18,67,46,101,86,7
5,4287232236,1,22,73,27,104,40,1,114,15,8,59
6,4287231745,1,78,1,86,11,6,31,36,105,74,70
7,4287231353,0,1,68,42,74,47,93,76,121,106,12
8,4287231266,1,6,8,1,26,4,70,11,14,96,45
9,4287230327,1,45,14,121,7,85,74,92,1,61,94
10,4287229971,1,8,93,14,86,48,1,5,47,59,71
11,4287229753,0,62,48,96,93,1,32,59,30,9,104
12,4287229555,1,86,74,94,84,1,6,85,35,13,44
13,4287229230,0,17,18,59,6,44,74,47,93,1,14
14,4287228967,1,26,1,82,55,14,112,8,17,70,74
15,4287228888,0,13,35,94,44,77,4,37,5,1,8
16,4287228439,0,41,44,6,1,86,50,70,114,26,29
17,4287228061,1,83,35,74,62,25,59,93,34,77,1
18,4287228007,1,1,75,16,105,74,32,8,28,82,21
19,4287227782,1,98,53,76,100,27,10,1,82,84,81
20,4287227339,1,110,31,23,106,97,111,86,1,44,51
21,4287227234,1,121,45,59,21,74,13,14,93,41,1
22,4287226899,0,54,70,34,82,32,78,35,23,1,74
23,4287226097,0,35,39,26,21,95,1,101,6,25,40
24,4287225944,1,21,87,32,106,67,4,96,1,75,25
25,4287225760,0,9,73,53,102,63,41,96,1,74,6
26,4287225216,1,28,101,14,8,86,1,104,97,110,99
27,4287224675,1,10,1,86,114,44,14,50,95,4,26
28,4287224556,1,87,56,35,76,26,14,1,53,48,89
29,4287224543,1,100,94,8,26,84,44,1,101,19,81
30,4287224346,0,1,14,8,2,100,96,15,22,26,12
31,4287224036,1,65,88,13,8,28,14,1,41,27,40
32,4287223712,0,35,101,104,39,47,36,102,17,10,1
33,4287223631,0,1,74,51,77,22,49,34,81,119,2
34,4287223398,1,82,41,21,74,14,7,27,1,8,97
35,4287223224,0,33,74,57,86,41,40,34,114,14,1
36,4287222587,1,63,28,34,35,1,101,121,62,104,114
37,4287222483,0,93,1,86,26,14,101,15,28,17,2
38,4287222453,1,22,40,1,99,26,67,15,45,21,44
39,4287222292,0,40,121,101,104,1,4,22,106,108,14
40,4287222275,0,97,99,94,1,2,22,31,26,15,112
41,4287221995,0,1,74,42,26,35,58,6,48,41,49
42,4287221810,0,86,8,103,94,81,1,22,37,88,91
43,4287221564,1,1,31,50,84,23,93,7,49,62,114
44,4287221435,0,39,14,105,113,41,1,44,74,86,106
45,4287221295,1,41,81,42,8,64,1,74,26,6,44
46,4287221100,1,6,11,86,41,104,1,51,14,93,26
47,4287220981,1,55,89,8,101,81,47,13,19,99,1
48,4287220582,1,112,95,78,54,14,88,26,44,1,86
49,4287220564,0,12,41,5,35,62,37,84,100,1,86
50,4287220535,0,106,4,51,41,1,14,9,15,35,104
51,4287220328,0,32,17,99,86,67,1,45,44,91,14
52,4287220123,1,4,1,73,17,74,93,40,14,31,104
53,4287219558,1,2,6,28,59,11,8,1,40,20,44
54,4287219214,1,99,10,8,1,73,121,111,3,48,104
55,4287219206,0,11,85,21,1,93,58,44,14,94,101
56,4287218896,1,17,19,94,1,93,76,101,98,40,53
57,4287218848,0,22,1,100,90,47,9,21,44,54,26
58,4287218826,0,106,59,85,26,62,29,14,93,1,87
59,4287218545,1,28,80,86,34,75,93,29,17,1,53
60,4287218518,1,41,56,119,1,26,86,6,73,42,32
61,4287218452,1,49,26,27,28,1,25,93,58,45,9
62,4287218353,0,21,99,45,101,35,9,41,1,22,81
63,4287218130,0,1,5,7,35,110,73,97,37,14,4
64,4287218111,0,9,41,8,81,104,1,14,12,19,70
65,4287218084,1,14,104,27,6,109,36,1,4,2,44
66,4287217808,0,19,7,34,93,74,14,1,71,64,82
67,4287217788,0,4,1,28,93,7,81,44,88,34,99
68,4287217772,1,29,86,48,112,80,8,104,1,2,94
69,4287217710,1,41,90,20,101,25,75,45,9,35,1
70,4287217697,1,18,113,44,62,12,48,11,1,58,9
71,4287217501,0,76,14,56,29,97,1,72,49,75,86
72,4287217494,1,59,105,36,121,21,76,97,2,1,44
73,4287217258,1,1,22,26,14,59,41,39,86,9,8
74,4287217121,0,41,1,26,28,74,49,71,58,110,86
75,4287216993,1,86,74,94,82,8,26,45,1,14,104
76,4287216990,1,74,6,72,28,104,35,121,1,95,17
77,4287216942,0,28,31,72,22,1,94,86,26,9,100
78,4287216785,0,6,37,14,39,17,1,7,71,8,106
79,4287216773,0,8,74,95,6,35,42,26,4,15,1
80,4287216738,0,56,14,99,12,1,58,4,109,102,35
81,4287216693,0,92,41,6,56,97,20,1,28,36,38
82,4287216596,0,1,59,71,38,32,7,26,6,70,79
83,4287216560,1,50,9,44,84,104,34,110,120,45,1
84,4287216435,0,1,31,60,108,63,30,97,34,44,95
85,4287216221,1,14,1,2,21,71,33,95,105,68,73
86,4287216109,1,38,1,26,78,6,97,4,101,30,50
87,4287215876,1,23,58,93,32,44,35,86,1,45,2
88,4287215839,1,41,107,4,1,104,8,39,43,99,79
89,4287215727,1,103,30,62,1,25,23,9,121,48,28
90,4287215641,1,99,85,48,50,76,1,86,23,100,97
91,4287215620,1,8,6,45,1,7,22,110,35,12,14
92,4287215567,1,59,14,74,47,90,44,27,10,1,20
93,4287215348,1,110,11,1,7,10,74,82,62,93,55
94,4287215305,1,1,27,35,8,29,6,40,51,57,28
95,4287215261,1,98,44,21,63,14,1,34,74,26,58
96,4287215258,1,25,74,58,5,1,94,41,21,22,101
97,4287215226,1,104,14,44,1,70,74,48,26,6,28
98,4287215008,0,121,101,100,1,104,6,72,59,106,27
99,4287214930,0,22,86,93,1,17,35,11,44,8,84
100,4287214849,1,8,6,35,1,22,26,19,84,121,9
101,4287214833,1,35,101,43,76,6,13,1,32,2,18
102,4287214816,0,1,8,99,45,34,104,93,97,41,2
103,4287214478,1,10,74,86,101,81,1,9,62,104,120
104,4287214465,0,3,44,86,33,97,93,34,14,1,27
105,4287214418,1,73,41,43,6,49,1,102,74,39,32
106,4287214284,0,44,112,97,50,96,1,13,75,27,38
107,4287214106,0,1,114,32,50,35,18,62,34,44,64
108,4287214008,1,44,1,32,84,68,62,2,99,80,72
109,4287213979,1,42,6,92,9,1,50,25,87,103,22
110,4287213968,1,26,93,114,110,1,107,5,12,75,37
111,4287213788,0,44,1,34,85,23,63,26,101,100,94
112,4287213601,0,22,17,89,37,81,67,28,74,59,1
113,4287213564,0,1,121,17,44,102,59,50,82,14,62
114,4287213547,1,6,96,18,81,35,41,104,1,113,17
115,4287213480,0,1,93,30,48,22,6,70,95,99,35
116,4287213465,1,1,7,97,106,31,121,23,44,75,14
117,4287213430,1,28,114,67,75,14,20,86,35,1,40
118,4287213411,1,1,15,34,50,93,84,39,71,51,49
119,4287213366,1,68,22,1,93,76,25,86,62,16,29
120,4287213363,1,40,121,21,86,1,35,110,73,23,4
121,4287213105,1,48,1,56,9,11,83,70,59,57,8
122,4287213052,1,86,12,50,21,22,95,1,14,77,109
123,4287212990,0,1,59,86,69,14,2,32,44,41,27
