,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4268044855,1,104,89,20,5,63,26,16,55,75,58
1,4268044842,0,99,95,62,20,58,27,21,41,44,10
2,4268078018,1,71,21,99,42,109,32,12,2,1,11
3,4268077580,0,44,99,21,17,76,41,31,104,22,2
4,4268077297,0,35,52,99,83,41,59,26,28,21,47
5,4268077177,1,108,27,35,104,120,74,21,41,53,7
6,4268075106,0,70,11,21,35,4,17,85,104,5,105
7,4268073748,1,8,114,42,21,7,58,35,32,1,26
8,4268073232,1,15,2,26,62,7,13,21,109,28,111
9,4268072727,0,59,45,28,75,89,114,105,42,21,104
10,4268072602,0,34,93,114,87,70,4,21,78,74,2
11,4268071329,0,41,74,53,26,100,93,30,21,94,35
12,4268071233,1,101,21,113,72,18,25,32,70,6,41
13,4268068932,0,68,22,44,84,21,102,104,41,101,23
14,4268066812,0,76,26,31,36,84,6,1,7,21,8
15,4268065891,1,6,14,2,44,48,74,45,93,50,21
16,4268065101,1,49,100,48,22,108,1,26,5,21,120
17,4268064121,0,55,54,76,45,71,21,119,50,120,30
18,4268064072,1,35,74,42,96,93,21,59,101,121,48
19,4268063984,1,102,98,21,109,47,94,49,83,67,68
20,4268063946,1,121,105,74,21,56,114,104,8,14,26
21,4268063745,0,40,35,23,114,84,45,76,31,63,21
22,4268063576,1,106,86,72,63,21,104,96,62,74,41
23,4268063562,0,47,3,61,114,21,108,60,78,99,41
24,4268063288,0,100,114,50,110,21,49,47,36,40,86
25,4268063243,0,48,109,44,8,41,35,90,21,2,50
26,4268063189,1,21,8,10,87,81,104,44,35,93,99
27,4268062780,0,7,62,110,59,15,27,84,8,48,21
28,4268062689,1,88,44,121,26,21,80,85,47,62,49
29,4268062350,0,114,25,95,44,101,23,26,22,21,42
30,4268062202,0,109,90,2,27,103,44,58,34,39,21
31,4268062191,0,44,21,23,99,35,109,27,84,74,50
32,4268062117,1,36,26,21,54,46,110,109,38,35,70
33,4268062100,1,98,27,52,99,44,30,67,22,31,21
34,4268061884,1,44,59,14,95,39,27,100,21,45,35
35,4268061817,1,23,27,94,11,95,108,21,84,34,73
36,4268060968,1,18,44,23,96,6,95,21,75,108,16
37,4268060646,0,67,6,42,21,14,50,82,7,44,93
38,4268060322,1,104,99,70,21,35,44,26,83,36,84
39,4268060226,1,83,27,50,104,21,71,35,32,41,74
40,4268060008,1,74,14,62,114,99,73,71,21,101,121
41,4268059964,0,104,32,44,26,86,59,21,85,121,36
42,4268059954,0,88,28,114,22,45,26,21,71,23,49
43,4268059685,1,72,44,21,27,73,96,23,14,121,101
44,4268059677,1,103,77,40,66,62,81,21,35,47,100
45,4268059448,0,4,21,12,42,14,104,101,71,2,7
46,4268059376,1,85,47,99,48,121,120,58,31,114,21
47,4268059123,0,73,74,21,26,14,9,25,97,121,44
48,4268058918,0,119,75,26,44,23,14,21,62,41,36
49,4268058752,0,93,7,31,75,98,44,26,99,21,14
50,4268058616,0,35,44,21,27,114,25,26,121,78,14
51,4268058528,1,34,41,114,21,90,76,62,63,25,8
52,4268058523,1,48,39,83,93,27,46,63,69,21,62
53,4268058379,0,21,22,68,44,49,99,121,75,8,48
54,4268058244,1,97,5,44,14,74,34,107,67,102,21
55,4268058243,1,109,75,29,61,50,69,87,101,21,8
56,4268057753,0,74,86,23,14,21,27,80,93,26,95
57,4268057708,1,22,81,71,25,21,48,61,93,85,95
58,4268057542,1,56,44,86,21,59,26,50,51,104,120
59,4268057526,1,8,44,64,50,62,14,21,28,48,74
60,4268057315,1,99,25,94,96,75,59,80,21,26,109
61,4268057174,1,26,21,93,49,35,31,14,27,28,72
62,4268057009,1,93,21,65,63,94,8,47,50,112,121
63,4268056925,0,25,54,67,8,35,114,70,88,59,21
64,4268056764,0,21,32,5,99,34,25,28,14,98,105
65,4268056640,0,25,50,15,22,21,41,85,54,104,44
66,4268056631,1,35,74,32,59,21,71,33,41,44,93
67,4268056548,1,48,59,2,78,16,94,22,88,21,14
68,4268056428,0,93,90,95,6,21,35,80,84,94,44
69,4268056415,0,26,32,110,21,28,44,14,23,8,7
70,4268056284,0,56,69,99,41,21,53,39,104,6,86
71,4268056177,1,35,84,21,77,22,40,59,48,14,103
72,4268056145,0,47,97,86,50,28,114,104,1,69,21
73,4268056002,0,6,12,35,36,14,81,114,21,71,32
74,4268056001,0,100,49,98,93,6,70,60,30,96,21
75,4268055970,1,21,74,47,100,119,26,14,120,41,44
76,4268055923,1,28,98,33,71,75,78,44,50,21,25
77,4268055904,0,35,1,44,8,74,21,6,34,70,22
78,4268055832,1,21,32,6,119,94,36,108,23,93,44
79,4268055767,0,114,21,28,2,94,44,14,100,76,121
80,4268055727,0,18,8,34,121,21,82,22,105,92,81
81,4268055721,0,23,35,34,114,93,8,37,71,101,21
82,4268055700,0,56,93,21,104,62,35,26,58,8,86
83,4268055592,1,108,103,93,68,8,1,58,25,21,62
84,4268055580,0,45,95,8,59,1,35,44,14,26,21
85,4268055551,1,33,75,60,1,65,48,67,36,99,21
86,4268055532,1,21,8,90,23,26,74,49,62,114,36
87,4268055530,0,1,4,21,6,84,43,14,93,23,62
88,4268055494,1,99,107,7,21,41,8,35,114,44,74
89,4268055493,0,21,26,41,70,55,6,31,5,76,101
90,4268055464,1,86,26,21,96,62,76,27,71,1,67
91,4268055438,1,120,21,57,26,74,6,121,101,41,62
92,4268055422,1,21,53,86,28,84,97,14,44,93,62
93,4268055380,0,21,59,67,40,23,6,26,63,2,48
94,4268055365,1,21,44,32,110,100,86,83,28,67,25
95,4268055256,0,50,74,44,109,21,7,36,26,14,121
96,4268055245,0,41,21,23,52,86,26,70,62,44,59
97,4268055183,0,1,26,80,121,34,101,21,95,8,61
98,4268055052,1,1,41,97,75,21,86,7,74,26,100
99,4268055029,0,85,63,97,6,75,47,1,21,84,119
100,4268055016,1,74,14,85,21,71,102,50,114,44,26
101,4268055005,1,104,35,7,91,93,59,110,14,21,70
102,4268054986,1,32,101,44,26,21,40,50,63,93,80
103,4268054953,0,26,27,50,29,109,41,88,95,21,35
104,4268054839,0,82,44,32,31,74,2,109,21,101,14
105,4268054815,0,71,93,96,74,21,14,53,62,43,104
106,4268054712,0,85,104,21,107,50,96,41,62,6,8
107,4268054689,1,23,41,62,119,59,21,104,106,86,85
108,4268054674,0,14,23,21,95,8,1,96,27,114,59
109,4268054643,1,26,62,84,21,50,44,96,86,8,101
110,4268054635,1,62,31,110,14,21,44,35,97,41,74
111,4268054595,1,62,14,101,59,103,6,21,69,48,27
112,4268054472,1,51,14,21,89,50,99,44,56,49,34
113,4268054436,1,26,35,77,84,47,21,71,42,6,44
114,4268054364,0,84,27,83,93,1,21,35,31,85,114
115,4268054118,1,21,28,1,35,45,26,59,14,62,68
116,4268054032,0,98,14,74,21,105,90,35,114,25,44
117,4268053960,1,81,35,64,97,29,31,14,21,101,95
118,4268053958,1,7,8,21,14,82,6,101,74,81,41
119,4268053940,0,35,74,8,21,81,27,54,99,44,6
120,4268053938,1,2,34,104,14,35,69,7,21,48,82
121,4268053912,1,27,75,62,21,71,34,104,26,32,44
122,4268053901,0,21,40,28,45,65,63,71,7,14,48
123,4268078917,0,22,59,40,81,80,72,47,60,27,112
124,4268078478,0,44,100,4,80,53,71,93,22,68,12
125,4268076541,1,59,14,93,101,44,105,22,28,26,8
126,4268074511,1,43,22,32,5,27,110,39,42,46,93
127,4268074248,1,62,2,22,5,109,44,49,45,88,94
128,4268072824,0,62,99,84,121,93,44,22,41,35,109
129,4268072237,1,99,11,114,20,14,29,86,6,22,9
130,4268072195,0,22,84,23,63,10,35,48,36,80,104
131,4268071539,1,103,41,35,30,8,95,92,22,86,42
132,4268070807,0,48,41,17,22,35,4,110,42,12,27
133,4268070371,1,94,28,22,114,74,41,62,54,14,90
134,4268067546,1,26,101,90,41,106,97,2,28,8,22
135,4268067115,0,120,93,74,26,37,64,105,32,1,22
136,4268066238,1,59,22,88,26,109,44,86,68,50,104
137,4268066221,0,60,87,75,9,109,70,95,32,22,4
138,4268066071,1,23,48,8,6,40,22,14,96,26,35
139,4268065449,1,35,26,17,75,8,74,2,14,22,47
140,4268064943,1,106,5,22,12,44,15,27,14,97,7
141,4268064496,0,6,101,100,109,27,32,53,34,22,54
142,4268064374,0,14,48,75,90,104,22,6,2,74,41
143,4268064307,1,22,59,68,121,96,44,41,87,35,27
144,4268063838,0,101,114,93,32,54,77,83,37,52,22
145,4268063505,0,26,31,54,59,22,6,85,84,1,25
146,4268063456,0,28,78,5,74,44,14,8,32,22,26
147,4268063379,0,93,63,35,86,121,74,84,114,26,22
148,4268063369,1,22,32,26,106,14,34,2,109,35,121
149,4268063095,1,14,44,108,16,73,22,41,25,51,31
150,4268062988,0,2,57,41,35,112,44,22,26,14,82
151,4268062743,1,27,39,22,93,96,34,41,44,84,50
152,4268062685,0,22,25,32,63,104,71,120,34,59,50
153,4268062613,1,65,22,88,76,40,84,11,48,93,2
154,4268062549,0,74,35,30,42,67,69,80,22,99,121
155,4268062267,0,26,36,32,81,35,95,74,22,59,98
156,4268061918,1,44,36,106,48,14,90,69,62,110,22
157,4268061785,1,108,35,93,95,103,84,22,14,64,121
158,4268061660,1,28,53,14,1,8,50,121,69,49,22
159,4268061657,1,62,84,22,6,26,44,14,67,94,50
160,4268061499,1,95,49,11,110,26,113,23,4,1,22
161,4268061217,1,93,32,35,6,56,1,22,8,71,109
162,4268061211,1,22,79,28,41,35,74,14,26,62,96
163,4268061210,0,85,22,28,14,59,95,35,44,62,66
164,4268061197,1,5,93,6,34,2,84,47,120,22,50
165,4268061184,1,89,113,81,7,2,114,105,61,49,22
