,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4263440878,0,65,47,76,84,32,1,53,11,46,49
1,4263440527,0,27,103,18,1,84,25,55,91,90,95
2,4263439411,0,93,1,83,39,74,55,28,60,100,65
3,4263439265,0,71,110,70,2,93,1,27,59,87,85
4,4263438124,0,47,10,101,27,26,109,13,16,12,1
5,4263437719,0,19,41,112,86,101,26,1,35,111,8
6,4263437347,1,6,14,1,2,93,44,59,104,101,77
7,4263437306,1,32,86,8,1,33,53,25,41,121,26
8,4263436943,0,27,22,11,44,1,26,53,35,71,6
9,4263436402,1,114,27,1,70,2,95,93,31,35,99
10,4263436299,1,82,1,14,7,93,17,56,91,5,6
11,4263435491,1,74,103,28,111,44,81,53,36,1,14
12,4263435014,0,42,43,89,1,104,49,101,4,30,98
13,4263434930,1,114,97,84,44,27,54,48,113,1,35
14,4263434901,0,40,36,102,28,85,2,91,26,35,1
15,4263434404,1,39,71,120,8,90,26,50,53,93,1
16,4263434403,0,40,35,106,101,36,1,59,39,33,2
17,4263434105,0,83,4,6,63,114,71,74,1,84,112
18,4263434065,0,81,14,51,111,66,41,19,108,1,26
19,4263434062,1,53,14,68,58,99,97,10,1,65,104
20,4263434060,0,41,22,73,11,1,82,4,23,75,95
21,4263433986,1,1,94,35,7,14,44,30,47,50,23
22,4263433957,0,63,26,80,95,53,3,114,5,1,6
23,4263433899,1,44,121,8,100,35,7,63,1,26,74
24,4263433614,1,25,1,23,95,104,59,50,9,105,44
25,4263433401,0,41,1,14,10,98,17,57,29,35,73
26,4263433223,1,107,23,110,51,104,74,96,2,71,1
27,4263433114,0,63,68,99,21,1,104,18,93,8,6
28,4263432988,1,9,107,41,21,23,14,8,1,2,93
29,4263432975,1,44,49,95,35,96,10,30,1,106,93
30,4263432927,0,16,112,27,62,25,96,41,1,71,14
31,4263432642,1,74,86,5,99,8,17,26,14,21,1
32,4263432533,0,12,100,23,77,32,1,67,22,14,83
33,4263432473,0,59,102,14,26,74,112,67,16,1,35
34,4263432435,1,18,46,71,26,30,1,95,99,40,41
35,4263432409,0,31,6,71,2,93,1,41,4,8,35
36,4263432335,1,14,50,82,1,31,27,102,2,8,106
37,4263432148,1,35,58,60,1,3,106,59,74,89,104
38,4263432147,0,74,23,104,1,93,42,35,96,49,29
39,4263431912,1,44,101,7,1,27,86,97,2,56,119
40,4263431792,1,99,74,26,96,8,22,34,84,1,48
41,4263431604,0,62,6,1,39,59,58,55,29,4,35
42,4263431602,0,48,14,25,6,1,57,27,36,4,98
43,4263431527,0,26,1,4,22,19,108,44,11,47,33
44,4263431492,0,2,95,41,14,17,1,93,31,21,5
45,4263431400,0,73,18,104,53,29,14,16,45,1,50
46,4263431327,1,51,121,6,1,39,3,4,14,5,42
47,4263431273,0,17,15,1,95,13,35,40,82,2,51
48,4263431240,0,1,23,96,44,11,83,14,7,105,17
49,4263431139,0,114,18,59,70,35,1,14,17,74,49
50,4263431138,0,8,44,107,31,1,32,104,82,28,114
51,4263430940,1,27,35,34,59,1,50,44,23,104,121
52,4263430900,1,73,14,16,85,33,114,109,1,5,74
53,4263430870,1,63,25,41,59,73,21,27,60,1,108
54,4263430869,0,44,104,23,22,34,8,1,2,42,41
55,4263430438,0,93,11,86,6,35,50,52,63,1,14
56,4263430392,1,77,29,23,14,1,41,21,120,86,20
57,4263430322,1,71,8,48,94,93,1,6,106,39,68
