,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4259882522,1,48,91,38,82,53,1,20,7,77,54
1,4259881857,1,58,85,100,70,8,15,1,49,44,80
2,4259879005,0,82,101,1,11,64,44,26,110,9,8
3,4259877883,1,35,74,25,59,45,26,95,1,41,71
4,4259877333,1,34,5,82,1,62,114,93,41,77,74
5,4259876392,0,1,44,40,10,74,28,41,84,26,6
6,4259876296,0,28,74,2,109,17,27,1,5,64,84
7,4259876003,0,89,35,74,63,1,7,111,41,28,40
8,4259875906,0,81,1,18,49,14,72,53,35,111,90
9,4259875449,1,9,25,95,75,48,35,1,81,6,91
10,4259875384,1,49,101,56,50,86,14,62,8,1,74
11,4259875094,1,7,106,1,38,70,96,69,87,41,62
12,4259874975,1,23,26,81,1,35,28,47,59,104,54
13,4259874737,1,1,26,9,35,42,82,41,114,93,44
14,4259874655,1,1,119,38,14,82,99,6,22,27,9
15,4259874593,1,108,44,35,1,70,14,25,16,42,41
16,4259874246,0,9,73,25,76,62,121,94,1,71,6
17,4259874225,0,1,35,48,93,4,26,32,28,92,13
18,4259873780,1,81,62,104,56,32,5,1,76,105,14
19,4259873691,0,27,104,22,26,1,14,76,17,2,86
20,4259873469,0,99,1,71,114,18,42,81,70,93,41
21,4259873324,1,7,75,28,62,26,86,1,84,14,67
22,4259873193,1,121,28,19,26,44,100,11,1,7,46
23,4259873011,1,23,59,1,101,16,66,50,2,32,114
24,4259873010,1,93,95,59,18,6,104,1,35,19,62
25,4259872787,1,26,14,20,1,6,8,16,71,25,48
26,4259872647,0,14,19,27,28,59,1,81,30,44,66
27,4259872485,1,70,73,63,114,68,20,1,112,90,97
28,4259872281,0,54,74,43,114,51,12,14,1,104,13
29,4259872277,1,4,7,58,69,1,44,53,38,28,6
30,4259872163,1,84,1,28,85,26,7,23,10,67,114
31,4259872141,1,58,12,70,78,1,63,6,62,104,41
32,4259872126,0,40,96,17,1,14,63,26,7,80,30
33,4259872042,1,14,74,25,21,87,6,7,95,1,104
34,4259871996,1,100,26,86,56,1,63,70,4,74,8
35,4259871992,0,81,44,71,114,39,62,1,7,12,93
36,4259871780,0,59,95,31,50,14,104,44,43,1,10
37,4259871732,1,1,26,106,35,14,34,44,49,32,8
38,4259871722,1,68,74,50,31,85,1,94,96,59,101
39,4259871689,1,44,31,19,109,41,1,16,74,23,75
40,4259871413,1,95,5,114,28,85,1,90,84,8,23
41,4259871235,1,44,1,26,6,14,13,94,83,62,60
42,4259871186,0,112,25,62,1,59,35,39,41,2,44
43,4259871113,0,11,101,75,8,28,32,88,121,1,74
44,4259871099,0,35,6,71,67,121,8,113,1,56,70
45,4259870814,1,35,114,86,43,6,1,17,21,37,19
46,4259870701,0,1,14,26,5,84,64,101,95,99,59
47,4259870653,0,1,14,9,101,21,18,74,10,99,35
48,4259870491,1,28,41,45,1,12,94,56,7,4,61
49,4259870328,1,94,29,75,22,2,1,30,40,41,59
50,4259870227,0,74,12,114,35,56,93,8,1,4,6
51,4259870209,1,16,90,7,1,11,84,44,104,112,6
52,4259870182,1,8,6,30,41,35,83,114,95,96,1
53,4259870163,0,12,6,48,4,97,74,1,93,106,7
54,4259870153,0,1,18,93,59,78,28,6,26,74,33
55,4259870138,0,33,109,44,26,14,21,23,1,121,78
56,4259870096,0,97,90,121,59,67,62,1,28,35,99
57,4259870056,0,114,46,21,12,62,1,32,4,35,6
58,4259870025,1,59,98,113,25,2,31,91,74,6,1
59,4259869999,0,20,26,41,5,14,71,44,1,35,21
60,4259869987,0,1,109,33,84,101,95,114,23,12,41
61,4259869852,1,22,74,47,14,105,111,44,8,1,38
62,4259869843,1,59,95,6,34,1,96,101,10,35,89
63,4259869817,0,6,10,114,37,33,74,9,1,14,21
64,4259869799,1,17,93,47,42,99,44,1,66,5,95
65,4259869774,1,62,26,106,89,35,1,99,10,41,46
66,4259869621,1,13,104,82,1,100,34,95,70,59,105
67,4259869565,1,60,1,109,110,27,2,8,74,87,85
68,4259869546,0,35,71,100,75,41,99,62,1,44,39
69,4259869507,1,106,1,71,34,14,25,44,41,8,35
70,4259869343,0,48,81,112,109,14,50,26,40,1,60
71,4259869311,1,18,22,12,25,21,15,59,69,75,1
72,4259869267,1,104,93,28,38,11,1,72,49,21,19
