,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4304672778,1,15,1,44,119,42,104,35,92,73,103
1,4304669547,1,14,59,1,35,26,114,28,74,82,25
2,4304669346,1,39,80,86,18,83,1,63,4,98,20
3,4304666783,0,19,91,47,15,1,98,22,70,2,9
4,4304665977,1,3,1,21,39,99,62,86,72,109,120
5,4304663129,0,43,28,78,1,85,44,83,17,70,26
6,4304663126,1,58,1,104,101,4,97,81,28,47,94
7,4304662861,1,64,57,1,50,27,23,17,93,21,87
8,4304662851,1,34,14,35,107,102,83,42,1,114,106
9,4304662849,1,95,104,101,51,81,63,68,66,8,1
10,4304662316,1,14,44,41,1,47,34,80,60,50,53
11,4304662209,1,1,82,10,75,6,100,5,60,95,53
12,4304662068,1,70,93,9,14,68,59,2,62,17,1
13,4304661977,1,59,76,21,1,82,23,73,26,74,12
14,4304661549,0,44,40,1,74,22,10,14,36,98,27
15,4304661059,1,71,11,33,1,27,41,109,86,94,14
16,4304660748,1,1,14,33,2,27,32,104,26,22,121
17,4304660737,1,44,49,18,70,67,6,1,35,11,14
18,4304660510,1,120,10,100,26,14,67,7,107,1,103
19,4304659902,1,97,1,14,8,7,18,12,73,35,21
20,4304659564,0,22,1,82,84,119,114,112,44,57,70
21,4304659533,1,35,32,44,114,28,26,62,6,93,1
22,4304659128,1,93,71,10,101,35,6,1,14,11,4
23,4304659107,0,35,56,44,88,1,64,9,2,97,114
24,4304658830,1,70,102,50,1,81,53,21,30,84,26
25,4304658810,0,114,79,87,44,9,90,35,32,42,1
26,4304658615,1,61,7,17,22,120,35,1,59,44,70
27,4304658600,1,10,47,1,99,14,32,62,104,84,72
28,4304658500,1,26,41,6,12,14,93,2,1,35,120
29,4304658456,1,85,60,1,104,82,41,68,120,35,21
30,4304658305,1,50,19,74,14,73,40,28,41,1,104
31,4304658168,0,1,92,84,56,34,59,2,27,7,121
32,4304657782,1,5,35,1,97,44,31,17,26,60,72
33,4304657224,0,8,5,32,1,70,59,42,60,81,36
34,4304657188,0,41,93,30,56,46,14,8,1,4,2
35,4304656996,0,18,2,36,8,44,21,69,6,1,110
36,4304656927,1,35,1,85,2,119,14,82,93,57,100
37,4304656559,0,55,70,1,81,6,35,14,77,59,95
38,4304656395,1,27,74,11,1,70,71,4,22,12,48
39,4304656380,0,1,95,7,6,81,4,74,94,35,8
40,4304656301,0,1,70,41,77,104,73,35,4,82,112
41,4304656224,0,67,35,8,93,6,26,2,74,15,1
42,4304656103,0,22,8,35,70,6,14,48,1,41,95
43,4304655995,0,14,82,21,86,1,59,114,98,40,38
44,4304655933,1,25,12,71,74,1,100,11,32,93,87
45,4304655923,1,68,57,74,14,95,35,84,1,9,104
46,4304655827,1,21,63,14,97,62,1,75,120,44,17
47,4304655420,0,4,11,1,44,35,14,12,6,26,23
48,4304655370,0,40,44,8,84,58,12,11,7,19,1
49,4304655237,0,6,99,27,32,81,1,31,33,44,34
50,4304655127,1,1,114,85,34,22,62,23,96,19,40
51,4304655116,0,1,109,32,89,104,11,26,82,44,35
52,4304654940,1,26,110,12,1,3,89,82,20,49,28
53,4304654737,0,1,45,18,93,10,59,64,35,34,22
54,4304654267,1,41,44,26,100,54,21,58,27,74,1
55,4304654051,1,62,74,11,82,35,68,1,56,33,2
56,4304653957,0,5,36,64,14,47,26,66,84,1,44
57,4304653872,0,32,17,11,35,2,46,93,6,74,1
58,4304653486,0,74,104,1,53,6,21,41,16,18,42
59,4304653063,0,6,1,105,14,17,19,90,101,44,104
60,4304652954,0,55,8,121,1,14,95,94,74,101,70
61,4304652767,1,93,35,27,44,77,32,1,7,21,36
62,4304652434,0,42,1,84,61,34,35,109,9,26,74
63,4304652428,0,26,69,76,93,32,102,31,59,1,62
64,4304652327,0,14,54,35,1,99,42,26,85,29,17
65,4304652182,1,102,74,104,1,9,27,45,100,44,8
66,4304652137,0,8,1,74,2,95,14,86,46,97,52
67,4304652117,1,62,1,8,26,51,106,59,38,27,75
68,4304651632,0,35,17,26,101,44,14,45,6,27,1
69,4304651484,0,86,11,111,29,67,43,84,34,1,114
70,4304651429,1,86,34,1,42,49,21,45,121,53,95
71,4304651297,1,72,9,90,112,113,10,15,107,1,50
72,4304651274,1,26,44,40,96,59,38,1,71,16,35
73,4304651219,1,1,3,98,11,42,6,54,32,73,102
74,4304651130,1,71,48,17,41,104,1,6,9,114,26
75,4304650813,1,46,1,56,4,90,25,22,49,44,35
76,4304650749,1,51,74,86,94,26,37,1,63,32,62
77,4304650748,1,70,99,63,47,1,102,78,98,13,21
78,4304650747,1,74,71,18,8,1,35,114,76,47,104
79,4304650743,1,8,35,10,21,1,18,14,72,58,81
80,4304650699,1,1,27,22,81,28,26,8,14,74,108
81,4304650640,1,18,1,41,12,35,44,120,40,101,75
82,4304650464,0,1,90,27,3,100,13,76,19,28,93
83,4304650339,0,93,8,14,37,62,1,104,35,34,59
84,4304650155,1,14,1,95,30,86,46,2,19,23,53
85,4304650145,1,44,8,101,49,17,106,61,46,1,34
86,4304650059,1,10,97,14,11,86,84,1,8,101,26
87,4304650041,0,74,15,93,28,50,67,61,101,1,8
88,4304649960,1,14,22,74,1,84,33,26,35,94,7
89,4304649899,1,1,22,59,14,100,21,29,44,26,104
90,4304649831,1,71,1,32,26,44,50,64,62,61,14
91,4304649713,0,64,35,97,3,28,99,21,1,75,87
92,4304649561,1,14,1,88,49,46,44,98,17,93,62
93,4304649531,0,114,1,67,23,14,32,61,56,52,39
94,4304649519,0,49,26,21,8,1,84,74,27,30,81
95,4304649452,1,1,112,108,47,61,48,99,71,35,28
96,4304649364,0,11,27,64,1,26,22,99,113,2,14
97,4304649218,0,103,56,1,65,28,30,86,35,80,95
98,4304648863,1,74,53,99,1,86,26,119,39,54,14
99,4304648758,0,14,1,22,71,42,104,93,95,86,84
100,4304648582,0,36,48,42,9,44,99,41,2,1,106
101,4304648418,1,84,60,1,44,8,26,59,70,31,13
102,4304648215,1,42,17,50,1,101,2,45,47,32,26
103,4304648185,1,36,44,1,2,14,97,82,32,71,104
104,4304648151,1,34,22,25,107,99,35,39,1,44,105
105,4304648069,1,44,72,12,28,71,114,1,42,77,22
106,4304648003,1,26,96,1,18,104,93,21,9,25,6
107,4304647998,0,57,48,73,67,1,82,35,26,8,104
108,4304647873,1,114,26,60,59,1,109,93,62,30,19
109,4304647735,1,90,22,97,119,1,2,77,85,72,16
110,4304647708,1,1,18,114,90,48,32,35,97,6,74
111,4304647683,1,56,1,59,74,5,8,41,114,2,70
112,4304647663,0,26,71,2,41,1,93,121,94,14,100
113,4304647644,0,114,109,1,73,104,86,62,27,85,28
114,4304647632,1,22,50,44,36,101,1,96,93,90,17
115,4304647611,1,23,8,44,35,90,4,114,14,1,19
116,4304647568,0,10,26,6,14,106,101,100,80,1,18
117,4304647481,0,34,14,93,1,106,13,6,74,114,32
118,4304647431,1,60,11,4,86,1,88,110,54,25,6
119,4304647426,0,1,75,16,8,98,17,32,86,63,55
120,4304647425,1,23,26,85,84,64,1,44,2,41,21
121,4304647383,1,93,8,44,26,86,42,119,74,112,1
122,4304647378,1,10,62,101,1,111,114,105,5,21,74
123,4304647358,0,37,7,5,22,6,1,97,2,14,86
124,4304647353,0,93,121,1,44,11,27,7,106,50,78
125,4304647312,0,17,121,86,65,14,114,38,1,8,69
126,4304647252,1,96,17,18,41,72,1,77,7,27,44
127,4304647230,1,62,20,23,7,84,1,99,22,6,44
128,4304647112,1,44,56,18,6,2,32,35,1,5,8
129,4304647085,0,41,9,1,23,34,21,75,85,2,53
130,4304646941,0,1,99,95,30,12,93,44,101,41,11
131,4304646932,0,54,5,32,38,1,20,50,84,18,110
132,4304646891,1,1,79,69,3,26,16,91,72,11,100
133,4304646864,0,6,47,42,71,3,104,39,1,9,11
134,4304646807,1,1,105,12,8,75,93,99,7,19,14
135,4304646719,1,41,1,58,103,31,22,27,14,11,45
136,4304646665,0,11,55,113,15,96,1,26,100,27,98
137,4304646632,0,1,26,45,47,6,62,17,99,49,4
138,4304646553,1,23,5,59,41,40,14,56,8,38,1
139,4304646524,1,101,98,35,63,23,82,1,10,14,6
140,4304646489,0,110,86,114,99,44,1,34,74,16,87
141,4304646466,1,100,49,74,42,1,93,108,26,86,31
142,4304646441,1,36,54,7,89,1,60,59,41,95,44
143,4304646421,1,68,72,17,93,20,12,1,30,15,81
144,4304646396,1,41,59,47,14,1,62,73,50,36,99
145,4304646386,0,86,9,73,96,1,74,6,99,23,12
146,4304646268,1,96,48,94,88,1,11,100,2,40,26
147,4304646245,0,93,1,109,21,13,6,18,50,95,5
148,4304646102,0,27,5,53,35,74,84,15,1,49,2
149,4304646084,1,41,71,7,1,34,100,36,51,104,26
