,match_id,radiant_win,radiant_heroes0,dire_heroes0,radiant_heroes1,dire_heroes1,radiant_heroes2,dire_heroes2,radiant_heroes3,dire_heroes3,radiant_heroes4,dire_heroes4
0,4298321658,1,4,22,89,39,95,13,120,11,1,90
1,4298315472,1,17,106,11,78,1,83,61,75,93,22
2,4298315020,1,28,18,71,54,27,86,14,61,6,1
3,4298313586,1,39,18,9,97,32,35,23,44,109,1
4,4298313403,1,5,92,6,99,1,13,26,7,22,102
5,4298313387,1,77,73,7,14,62,41,53,100,74,1
6,4298312780,0,26,92,121,93,12,14,109,95,63,1
7,4298312575,0,1,26,119,57,28,11,74,97,90,44
8,4298311109,1,68,99,114,93,1,35,27,18,47,15
9,4298310220,1,26,53,18,44,1,8,49,45,14,22
10,4298309601,1,23,21,44,1,30,26,28,74,50,14
11,4298309452,1,57,95,7,62,25,70,99,5,1,74
12,4298308348,0,11,95,1,99,8,13,21,6,35,26
13,4298308315,1,48,26,11,6,44,41,59,50,23,1
14,4298307517,1,16,105,40,36,86,48,1,53,57,70
15,4298307512,0,59,21,76,3,14,53,77,93,34,1
16,4298307361,1,28,1,17,6,27,18,44,14,114,41
17,4298307080,0,35,95,62,114,6,1,88,14,44,5
18,4298306818,1,39,74,56,46,34,1,26,35,14,110
19,4298306732,1,1,40,70,14,10,100,114,81,84,4
20,4298306607,1,2,35,97,26,1,43,8,6,62,22
21,4298305692,0,111,70,1,32,48,94,8,39,22,14
22,4298305664,0,50,8,18,6,62,35,1,14,22,86
23,4298305647,1,1,26,99,42,74,6,22,91,21,104
24,4298305446,1,86,1,2,14,76,6,93,26,13,114
25,4298305396,1,1,71,43,9,99,94,14,100,31,69
26,4298305201,0,35,42,101,26,1,86,14,59,104,81
27,4298304867,0,67,33,45,23,42,100,58,97,69,1
28,4298304837,1,59,62,44,1,21,14,104,35,81,41
29,4298304704,0,1,99,22,35,59,27,95,75,84,114
30,4298304687,1,74,47,84,52,1,12,68,95,93,31
31,4298304494,0,45,104,8,34,60,26,21,14,65,1
32,4298304308,0,107,100,101,1,23,86,9,5,104,70
33,4298304156,0,35,17,56,1,95,14,76,23,12,2
34,4298304030,0,10,35,72,31,32,1,6,93,4,26
35,4298303925,1,11,1,56,62,5,60,12,26,27,74
36,4298303788,0,93,6,1,54,14,48,35,11,8,4
37,4298303787,0,34,9,49,74,99,32,35,31,11,1
38,4298303691,0,93,11,27,28,61,98,109,20,32,1
39,4298303457,0,72,8,104,81,1,84,6,39,14,26
40,4298303444,0,90,36,101,99,58,86,65,102,1,8
41,4298303416,1,86,98,107,105,11,26,37,1,19,4
42,4298303197,0,50,42,83,35,44,1,101,95,113,62
43,4298303167,0,41,11,99,8,46,44,32,2,1,93
44,4298302945,1,44,9,65,42,12,69,106,1,86,34
45,4298302897,0,9,93,56,35,81,44,31,1,26,73
46,4298302812,1,44,11,26,1,8,5,104,18,54,99
47,4298302689,0,35,28,5,26,25,14,1,106,63,2
48,4298302678,1,95,35,7,91,2,44,1,14,22,94
49,4298302670,0,17,83,26,1,14,63,114,86,29,105
50,4298302141,1,9,34,44,64,14,8,1,50,35,41
51,4298302114,0,79,90,14,86,120,34,74,9,1,22
52,4298302067,1,7,65,44,76,62,1,86,14,21,114
53,4298302025,0,56,28,99,1,8,41,59,11,53,93
54,4298301690,1,41,6,14,111,50,1,85,22,9,71
55,4298301345,0,74,12,104,101,25,17,1,41,34,44
56,4298301312,1,86,46,70,14,43,1,53,71,42,74
57,4298301308,0,26,9,106,48,72,102,1,74,7,70
58,4298301225,1,61,34,6,86,19,1,7,78,27,85
59,4298301100,1,1,82,104,70,12,120,7,23,113,4
60,4298301075,1,6,1,97,26,86,44,82,121,88,10
61,4298301060,0,104,63,12,1,101,29,30,37,34,86
62,4298301024,1,26,98,1,114,70,20,49,74,2,21
63,4298300793,0,72,93,18,70,11,73,1,22,62,56
